시군명,구/읍면동명,기관명,시설구분명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84경도,WGS84위도
남양주시,진건읍,진건파출소,파출소,12139,경기도 남양주시 진건읍 사능리 600-8번지,경기도 남양주시 진건읍 진건오남로 5,127.1786139,37.6513347
남양주시,조안면,조안파출소,파출소,12282,경기도 남양주시 조안면 조안리 192-14번지,경기도 남양주시 조안면 북한강로 131,127.3024178,37.5367966
남양주시,호평동,호평파출소,파출소,12151,경기도 남양주시 호평동 670번지,경기도 남양주시 호평로68번길 11,127.2483842,37.6550843
남양주시,퇴계원면,퇴계원파출소,파출소,12119,경기도 남양주시 퇴계원면 퇴계원리 266-9번지,경기도 남양주시 퇴계원면 퇴계원로 58-7,127.1425118,37.6516622
남양주시,진접읍,진접파출소,파출소,12006,경기도 남양주시 진접읍 장현리 351-34번지 진접파출소,경기도 남양주시 진접읍 장현로 113,127.1839479,37.719962
파주시,적성면,적성파출소,파출소,10803,경기도 파주시 적성면 마지리 48-2번지,경기도 파주시 적성면 청송로 1003,126.9168874,37.9533233
파주시,법원읍,법원파출소,파출소,10826,경기도 파주시 법원읍 법원리 449-9번지,경기도 파주시 법원읍 사임당로905번길 40,126.8797759,37.8489445
파주시,파주읍,파주파출소,파출소,10835,경기도 파주시 파주읍 파주리 431-1번지,경기도 파주시 파주읍 향교말길 26,126.8158151,37.8328596
파주시,파평면,파평파출소,파출소,10801,경기도 파주시 파평면 금파리 303-1번지 파평파출소,경기도 파주시 파평면 청송로 198,126.8397222,37.922484
안산시,상록구,반월파출소,파출소,15521,경기도 안산시 상록구 건건동 645-1번지,경기도 안산시 상록구 건건로 47,126.9022116,37.305395
안산시,상록구,일동파출소,파출소,15323,경기도 안산시 상록구 일동 600-6번지,경기도 안산시 상록구 호동로 118,126.8643553,37.312592
안산시,상록구,수암파출소,파출소,15202,경기도 안산시 상록구 수암동 502번지,경기도 안산시 상록구 수인로 2026,126.8763734,37.3639184
안산시,상록구,본오1파출소,파출소,15575,경기도 안산시 상록구 본오동 1153-1번지 본오1파출소,경기도 안산시 상록구 샘골로 11,126.863459,37.2848124
안산시,상록구,성포파출소,파출소,15291,경기도 안산시 상록구 성포동 593-18번지,경기도 안산시 상록구 예술광장로 47,126.8472919,37.3269511
시흥시,신천동,신천파출소,파출소,14950,경기도 시흥시 신천동 772-24번지,경기도 시흥시 신천로100번안길 15,126.7867473,37.4375179
시흥시,은행동,은행파출소,파출소,14916,경기도 시흥시 은행동 541-1번지,경기도 시흥시 은행로 148,126.7998817,37.4441816
시흥시,능곡동,능곡파출소,파출소,14992,경기도 시흥시 능곡동 613번지,경기도 시흥시 장현능곡로 211,126.8138234,37.3689437
시흥시,거모동,군자파출소,파출소,15068,경기도 시흥시 거모동 1757-6번지,경기도 시흥시 군자로 513,126.7852995,37.3442249
평택시,서탄면,서탄파출소,파출소,17704,경기도 평택시 서탄면 금암리 251-2번지,경기도 평택시 서탄면 서탄로 280,127.0338427,37.1080344
평택시,포승읍,포승파출소,파출소,17965,경기도 평택시 포승읍 방림리 산73-4번지 포승파출소,경기도 평택시 포승읍 서동대로 1150,126.8820511,36.9822967
평택시,신장동,송탄파출소,파출소,17753,경기도 평택시 신장동 211-7번지,경기도 평택시 탄현로 331,127.0559761,37.0817067
평택시,현덕면,현덕파출소,파출소,17946,경기도 평택시 현덕면 도대리 17-107번지,경기도 평택시 현덕면 안현로 144,126.9186298,36.9646852
평택시,오성면,오성파출소,파출소,17819,경기도 평택시 오성면 숙성리 35-3번지,경기도 평택시 오성면 숙성시장길 71,126.9855454,37.0088754
평택시,신장동,신장파출소,파출소,17767,경기도 평택시 신장동 263-141번지,경기도 평택시 신서로 65,127.0512241,37.0723197
화성시,정남면,정남파출소,파출소,18516,경기도 화성시 정남면 괘랑리 921-1번지,경기도 화성시 정남면 만년로 582,126.9839766,37.1729394
화성시,안녕동,안용파출소,파출소,18362,경기도 화성시 안녕동 22번지,경기도 화성시 용주로32번길 4,127.0132568,37.2057474
오산시,세교동,세교파출소,파출소,18106,경기도 오산시 세교동 617-2번지,경기도 오산시 세마역로 5,127.0439511,37.1810522
화성시,우정읍,우정파출소,파출소,18567,경기도 화성시 우정읍 조암리 265-3번지,경기도 화성시 우정읍 조암남로 31,126.8184471,37.0840621
화성시,팔탄면,팔탄파출소,파출소,18527,경기도 화성시 팔탄면 구장리 529-5번지 팔탄파출소,경기도 화성시 팔탄면 서촌길 9,126.903271,37.1604466
화성시,매송면,매송파출소,파출소,18287,경기도 화성시 매송면 어천리 426-1번지,경기도 화성시 매송면 화성로 2249,126.9118999,37.2498455
화성시,마도면,마도파출소,파출소,18537,경기도 화성시 마도면 석교리 228-2,경기도 화성시 마도면 석교로 179,126.7744204,37.2061853
화성시,양감면,양감파출소,파출소,18634,경기도 화성시 양감면 신왕리 678-5번지 양감파출소,경기도 화성시 양감면 은행나무로 263,126.9448171,37.0815332
화성시,봉담읍,봉담파출소,파출소,18321,경기도 화성시 봉담읍 와우리 214-1번지,경기도 화성시 봉담읍 와우로15번길 17,126.97057,37.2165739
화성시,향남읍,발안파출소,파출소,18593,경기도 화성시 향남읍 평리 107번지,경기도 화성시 향남읍 3.1만세로 1095,126.9073485,37.1318868
화성시,남양읍,남양파출소,파출소,18258,경기도 화성시 남양읍 남양리 651-8번지,경기도 화성시 남양읍 남양시장로 47,126.8146175,37.2089771
용인시,처인구,모현파출소,파출소,17035,경기도 용인시 처인구 모현면 왕산리 805-1번지,경기도 용인시 처인구 모현면 백옥대로 2372,127.2495059,37.3352029
용인시,처인구,이동파출소,파출소,17136,경기도 용인시 처인구 이동면 송전리 682-3번지,경기도 용인시 처인구 이동면 경기동로 688,127.1964892,37.1396153
용인시,처인구,양지파출소,파출소,17158,경기도 용인시 처인구 양지면 양지리 445-3번지,경기도 용인시 처인구 양지면 양지로 165,127.2867812,37.2342497
용인시,처인구,백암파출소,파출소,17178,경기도 용인시 처인구 백암면 백암리 459-3번지,경기도 용인시 처인구 백암면 백암로201번길 9,127.3738863,37.164422
용인시,처인구,동부파출소,파출소,17154,경기도 용인시 처인구 마평동 858-5번지,경기도 용인시 처인구 경안천로 16,127.210649,37.2345519
용인시,기흥구,보라파출소,파출소,17080,경기도 용인시 기흥구 보라동 609-2번지,경기도 용인시 기흥구 한보라1로 42-3,127.1087441,37.2512929
광주시,태전동,태전파출소,파출소,12784,경기도 광주시 태전동 232-1번지,경기도 광주시 태봉로 46,127.2294252,37.3893939
광주시,곤지암읍,곤지암파출소,파출소,12804,경기도 광주시 곤지암읍 곤지암리 430-5번지,경기도 광주시 곤지암읍 곤지암로 38,127.3425851,37.3496497
광주시,오포읍,오포동부파출소,파출소,12790,경기도 광주시 오포읍 추자리 105-7번지,경기도 광주시 오포읍 오포로 869,127.2313921,37.3677298
김포시,통진읍,통진파출소,파출소,10019,경기도 김포시 통진읍 마송리 111-19번지,경기도 김포시 통진읍 조강로 83,126.5975636,37.6921504
김포시,월곶면,월곶파출소,파출소,10024,경기도 김포시 월곶면 군하리 214번지,경기도 김포시 월곶면 군하로276번길 13,126.5520873,37.7165364
김포시,장기동,장기파출소,파출소,10080,경기도 김포시 장기동 1326번지 장기파출소,경기도 김포시 청송로 36,126.6677265,37.6483496
김포시,풍무동,풍무파출소,파출소,10113,경기도 김포시 풍무동 154-6 풍무파출소,,126.7279343,37.6069976
연천군,군남면,군남파출소,파출소,11006,경기도 연천군 군남면 삼거리 400-16,경기도 연천군 군남면 군남로 413-6,127.0187026,38.0844996
연천군,청산면,청산파출소,파출소,11023,경기도 연천군 청산면 초성리 187-7번지,경기도 연천군 청산면 평화로 229,127.0697527,37.9939582
수원시,팔달구,행궁파출소,파출소,16256,경기도 수원시 팔달구 남수동 11-841번지,경기도 수원시 팔달구 창룡대로 48,127.0214201,37.283064
수원시,권선구,세류파출소,파출소,16660,경기도 수원시 권선구 세류동 1167-33번지 세류파출소,경기도 수원시 권선구 정조로 370,127.0152228,37.2426536
수원시,권선구,권선파출소,파출소,16571,경기도 수원시 권선구 권선동 1013-23번지,경기도 수원시 권선구 권선로699번길 24-23,127.0295083,37.2597708
수원시,팔달구,고등파출소,파출소,16454,경기도 수원시 팔달구 고등동 105-25번지,경기도 수원시 팔달구 고등로 50,127.0024197,37.2729288
수원시,권선구,호매실파출소,파출소,16397,경기도 수원시 권선구 금곡동 331번지,경기도 수원시 권선구 금곡로 190,126.9514238,37.2731249
수원시,권선구,고색파출소,파출소,16649,경기도 수원시 권선구 고색동 146-7번지,경기도 수원시 권선구 매송고색로 750,126.9862901,37.2518796
안양시,동안구,호계파출소,파출소,14123,경기도 안양시 동안구 호계동 1006-9번지,경기도 안양시 동안구 경수대로508번길 17,126.9588436,37.3681405
안양시,동안구,범계파출소,파출소,14072,경기도 안양시 동안구 호계동 1051-2번지 범계파출소,경기도 안양시 동안구 평촌대로217번길 57,126.9527896,37.3898074
군포시,금정동,금정파출소,파출소,15812,경기도 군포시 금정동 904번지 금정파출소,경기도 군포시 군포로683번길 31,126.943978,37.3655571
성남시,수정구,고등파출소,파출소,13106,경기도 성남시 수정구 시흥동 191번지,경기도 성남시 수정구 대왕판교로 942,127.1032366,37.424194
여주시,강천면,강천파출소,파출소,12616,경기도 여주시 강천면 간매리 313번지,경기도 여주시 강천면 강문로 566,127.7109939,37.2735863
양평군,양동면,양동파출소,파출소,12539,경기도 양평군 양동면 쌍학리 228-5번지,경기도 양평군 양동면 학둔지아래길 72,127.752895,37.4204249
양평군,양서면,양서파출소,파출소,12585,경기도 양평군 양서면 양수리 559-6번지,경기도 양평군 양서면 양수로152번길 6,127.3191853,37.5447626
양평군,옥천면,옥천파출소,파출소,12507,경기도 양평군 옥천면 옥천리 746-2번지,경기도 양평군 옥천면 옥천길 27,127.4568705,37.5183563
양평군,단월면,단월파출소,파출소,12529,경기도 양평군 단월면 보룡리 92-1번지,경기도 양평군 단월면 재인동길 2-6,127.6742929,37.5328533
양평군,지평면,지평파출소,파출소,12541,경기도 양평군 지평면 지평리 539번지,경기도 양평군 지평면 지평의병로 91,127.636132,37.4752483
의정부시,호원동,호원파출소,파출소,11714,경기도 의정부시 호원동 465-3번지 호원파출소,경기도 의정부시 평화로 159,127.0478451,37.7059654
고양시,덕양구,고양파출소,파출소,10275,경기도 고양시 덕양구 고양동 444-3번지,경기도 고양시 덕양구 벽제관로 3,126.903887,37.7033196
고양시,덕양구,화전파출소,파출소,10540,경기도 고양시 덕양구 화전동 544-19번지 화전파출소,경기도 고양시 덕양구 중앙로 219,126.8659763,37.60586
고양시,덕양구,행신3파출소,파출소,10494,경기도 고양시 덕양구 행신동 931번지,경기도 고양시 덕양구 중앙로558번길 90,126.838785,37.6266918
고양시,일산서구,가좌파출소,파출소,10208,경기도 고양시 일산서구 가좌동 134-7번지,경기도 고양시 일산서구 가좌로 24,126.7231904,37.6912629
남양주시,지금동,도농파출소,파출소,12259,경기도 남양주시 지금동 134-3번지,경기도 남양주시 경춘로 439-1,127.1628398,37.6088402
남양주시,오남읍,오남파출소,파출소,12049,경기도 남양주시 오남읍 오남리 259-2번지,경기도 남양주시 오남읍 진건오남로 595-14,127.2102826,37.6867723
남양주시,수동면,수동파출소,파출소,12029,경기도 남양주시 수동면 입석리 341-4번지 수동파출소,,127.3220159,37.7094433
남양주시,와부읍,와부파출소,파출소,12210,경기도 남양주시 와부읍 덕소리 462-18번지 와부파출소,경기도 남양주시 와부읍 덕소로 63,127.2098364,37.5872609
남양주시,평내동,평내파출소,파출소,12217,경기도 남양주시 평내동 438-12번지 평내파출소,경기도 남양주시 경춘로 1211,127.229587,37.6449139
남양주시,별내면,청학파출소,파출소,12083,경기도 남양주시 별내면 청학리 412-1번지 청학파출소,경기도 남양주시 별내면 청학로68번길 8,127.1197551,37.7079072
남양주시,별내동,별내파출소,파출소,12105,경기도 남양주시 별내동 937번지 별내파출소,경기도 남양주시 두물로 11,127.1261667,37.6556717
남양주시,진접읍,해밀파출소,파출소,12053,경기도 남양주시 진접읍 금곡리 1012번지,경기도 남양주시 진접읍 해밀예당1로 251,127.2046644,37.7220727
파주시,광탄면,광탄파출소,파출소,10948,경기도 파주시 광탄면 신산리 221-12번지,경기도 파주시 광탄면 동거리길 25-7,126.8488076,37.7813913
